Historical adjusted precipitation stations for Canada - Updated to December 2017,,,,,,,,,,
Stations historiques de précipitations ajustées  pour le Canada - Mise à jour jusqu'à décembre 2017,,,,,,,,,,
Prov,station's name,stnid,beg yr,beg mon,end yr,end mon,lat (deg),long (deg),elev (m),stns joined
ON,CORNWALL,6101874,1951,1,2017,12,45.0155783333333,-74.7489,64,No
ON,DRYDEN ,6032119,1914,1,2005,1,49.8333333333333,-92.75,413,Yes
ON,EARLTON ,6072225,1939,1,2005,1,47.7,-79.85,243,No
ON,FORT FRANCES ,6022476,1912,1,2011,5,48.65,-93.4333333333333,342,Yes
ON,GERALDTON ,6042716,1950,1,2015,2,49.7828027777778,-86.9305694444445,349,Yes
ON,GODFREY,6102857,1924,1,2003,5,44.5666666666667,-76.6333333333333,160,Yes
ON,GORE BAY ,6092925,1916,1,1994,1,45.8833333333333,-82.5666666666667,194,Yes
ON,HALIBURTON,6163171,1883,1,2017,12,45.0322483333333,-78.531115,330,Yes
ON,HAMILTON ,6153194,1866,1,2011,12,43.1716866666667,-79.9341766666667,238,Yes
ON,HORNEPAYNE ,6053575,1917,1,1995,7,49.2,-84.7666666666667,335,Yes
ON,IROQUOIS FALLS,6073810,1913,1,1998,12,48.75,-80.6666666666667,259,No
ON,KAPUSKASING ,6073975,1918,1,2014,9,49.4138888888889,-82.4675,227,Yes
ON,KENORA ,6034075,1900,1,2013,2,49.7902791666667,-94.3652786111111,406,Yes
ON,KINGSTON PUMPING STATION,6104175,1872,1,2007,12,44.2439033333333,-76.4805666666667,77,Yes
ON,LANSDOWNE HOUSE,6014350,1941,1,1989,6,52.2333333333333,-87.8833333333333,255,No
ON,LONDON AIRPORT,6144475,1883,1,2017,4,43.0330555555556,-81.1511111111111,278,Yes
ON,LUCKNOW,6124700,1885,1,1993,12,43.95,-81.5,290,No
ON,MADAWASKA,6084770,1916,1,2000,11,45.5,-77.9833333333333,316,No
ON,MINE CENTRE SOUTHWEST,6025205,1914,1,2017,12,48.7597388888889,-92.6227777777778,361,Yes
ON,MOOSONEE,6075425,1892,1,2017,12,51.2666666666667,-80.65,10,Yes
ON,MORRISBURG,6105460,1913,1,2008,12,44.9236183333333,-75.1883433333333,82,No
ON,NORTH BAY ,6085700,1915,1,2013,1,46.3636111111111,-79.4227777777778,370,Yes
ON,ORANGEVILLE MOE,6155790,1887,1,2015,12,43.9183516666667,-80.0864066666667,412,Yes
ON,ORILLIA BRAIN,6115811,1871,1,2017,12,44.6027777777778,-79.4388888888889,250,Yes
ON,OTTAWA,6105976,1890,1,2017,12,45.3833333333333,-75.7166666666667,79,No
ON,OWEN SOUND MOE,6116132,1879,1,2007,12,44.5833333333333,-80.9333333333333,179,Yes
ON,PELEE ISLAND ,6136336,1888,1,1994,9,41.7833333333333,-82.6833333333333,174,Yes
ON,PETERBOROUGH ,6166418,1866,1,2007,5,44.2333333333333,-78.3666666666667,191,Yes
ON,PICKLE LAKE ,6016527,1933,1,2012,7,51.4463888888889,-90.2141666666667,386,Yes
ON,RED LAKE ,6016975,1939,1,2012,5,51.0669444444445,-93.7930555555556,386,No
ON,RIDGETOWN,6137149,1883,1,1997,4,42.45,-81.8833333333333,206,Yes
ON,SAULT STE MARIE ,6057592,1945,1,2012,3,46.4833333333333,-84.5094444444444,192,Yes
ON,SIOUX LOOKOUT ,6037775,1914,1,2013,2,50.1166666666667,-91.9,383,Yes
ON,SMOKY FALLS,6077845,1934,1,1997,4,50.0666666666667,-82.1666666666667,183,No
ON,SUDBURY ,6068150,1921,1,2013,3,46.6255555555556,-80.7977777777778,348,Yes
ON,TERRACE BAY ,6048231,1910,1,2007,9,48.8166666666667,-87.1,290,Yes
ON,TIMMINS VICTOR POWER ,6078285,1955,1,2011,2,48.5697222222222,-81.3766666666667,295,No
ON,TOBERMORY CYPRUS LAKE,6128323,1915,1,1994,12,45.2333333333333,-81.5333333333333,190,Yes
ON,TORONTO,6158350,1840,1,2017,4,43.6666666666667,-79.4,113,No
ON,TORONTO LESTER B. PEARSON ,6158733,1938,1,2013,6,43.6772222222222,-79.6305555555556,173,No
ON,TRANQUILLO RIDGE,6048864,1877,1,2007,12,48.2333333333333,-89.5166666666667,317,Yes
ON,VINELAND,6139141,1919,1,2013,12,43.15,-79.4166666666667,110,Yes
ON,WALLACEBURG,6139265,1906,1,1997,4,42.5833333333333,-82.4,177,No
ON,WAWA ,6059D09             ,1940,1,2014,9,47.9666666666667,-84.7833333333333,287,Yes
ON,WELLAND,6139445,1873,1,2014,8,42.9925266666667,-79.2611383333333,175,No
ON,WIARTON ,6119500,1948,1,2014,11,44.7458333333333,-81.1072222222222,222,No
ON,WINDSOR ,6139525,1866,1,2014,10,42.2755555555556,-82.9555555555556,190,Yes
ON,WOODSTOCK,6149625,1870,1,2017,12,43.1361233333333,-80.7705666666667,282,No
QC,ARMAGH,7050240,1916,1,1994,5,46.75,-70.5333333333333,358,Yes
QC,ARUNDEL,7030310,1914,1,2017,5,45.95,-74.6166666666667,191,Yes
QC,BAGOTVILLE ,7060400,1876,1,2017,12,48.3333333333333,-71,159,Yes
QC,BARRAGE ANGLIERS,7080452,1911,1,1996,5,47.5519444444444,-79.2358333333333,267,No
QC,BARRAGE TEMISCAMINGUE,7080468,1910,1,1995,10,46.7097222222222,-79.1011111111111,181,No
QC,BELLETERRE,7080600,1952,1,2004,4,47.3833333333333,-78.7,322,No
QC,BROME,7020840,1877,1,2014,7,45.1833333333333,-72.5666666666667,206,No
QC,CAUSAPSCAL,7051200,1921,1,2017,8,48.3666666666667,-67.2333333333333,168,No
QC,CHIBOUGAMAU CHAPAIS ,7091404,1937,1,2016,11,49.7666666666667,-74.5333333333333,387,Yes
QC,CHELSEA,7031360,1928,1,2017,8,45.5166666666667,-75.7833333333333,113,No
QC,DONNACONA,7012071,1919,1,2008,11,46.6833333333333,-71.7333333333333,46,Yes
QC,DRUMMONDVILLE,7022160,1914,1,2017,8,45.8833333333333,-72.4833333333333,82,No
QC,GASPE ,7052605,1916,1,2013,3,48.7769444444445,-64.4780555555556,33,Yes
QC,GRANDE VALLEE,7052865,1883,1,2004,4,49.2,-65.15,8,Yes
QC,ILES DE LA MADELEINE ,705C2G9             ,1934,1,2002,11,47.4166666666667,-61.7833333333333,11,Yes
QC,INUKJUAK,7103282,1938,1,1994,2,58.4666666666667,-78.0833333333333,24,No
QC,JOLIETTE VILLE,7013362,1914,1,2011,4,46.0166666666667,-73.4333333333333,56,Yes
QC,KUUJJUAQ ,7113534,1947,1,2014,3,58.1,-68.4166666666667,39,No
QC,KUUJJUARAPIK ,7103536,1934,1,2014,4,55.2833333333333,-77.75,10,No
QC,LA MALBAIE,7043960,1914,1,2004,4,47.6666666666667,-70.15,23,No
QC,LA POCATIERE,7054095,1913,1,1996,3,47.35,-70.0333333333333,31,No
QC,LA SARRE,7094120,1952,1,2004,4,48.7833333333333,-79.2166666666667,244,No
QC,LA TUQUE,7074240,1912,1,2004,4,47.4,-72.7833333333333,152,No
QC,LABRIEVILLE,7043540,1955,1,1994,12,49.3,-69.55,152,No
QC,LAC BERRY,709CEE9             ,1914,1,2017,8,48.8,-78.2833333333333,305,Yes
QC,LAUZON,7024254,1872,1,2017,8,46.8166666666667,-71.1,69,Yes
QC,LEBEL SUR QUEVILLON,7094275,1967,1,2004,4,49.05,-76.9666666666667,305,No
QC,LENNOXVILLE,7024280,1915,1,1995,10,45.3688888888889,-71.8236111111111,181,No
QC,LES BUISSONS,7044288,1947,1,2017,8,49.1166666666667,-68.3833333333333,15,Yes
QC,LES CEDRES,7014290,1913,1,2017,8,45.3,-74.05,47,No
QC,MATAGAMI ,7094639,1964,1,1991,6,49.7666666666667,-77.8166666666667,281,Yes
QC,MONT LAURIER,7035160,1920,1,2014,6,46.5666666666667,-75.55,244,Yes
QC,MONT-JOLI ,7055120,1943,1,2013,3,48.6,-68.2166666666667,52,No
QC,MONTREAL/PIERRE ELLIOTT TRUDEAU ,7025250,1872,1,2016,9,45.4666666666667,-73.75,36,Yes
QC,NATASHQUAN ,7045400,1915,1,2003,3,50.1833333333333,-61.8166666666667,11,No
QC,NICOLET,7025440,1914,1,2017,8,46.2,-72.6166666666667,30,No
QC,NOMININGUE,7035520,1914,1,2013,11,46.4,-75.0833333333333,274,No
QC,NORMANDIN,7065640,1936,1,1992,8,48.85,-72.5333333333333,137,No
QC,PARENT S,7075799,1943,1,2004,4,47.9166666666667,-74.6166666666667,410,Yes
QC,POINTE AU CHENE,7036063,1919,1,2009,6,45.65,-74.8,51,Yes
QC,QUAQTAQ,7116270,1930,1,1988,5,61.05,-69.6333333333333,30,Yes
QC,RIMOUSKI,7056480,1877,1,2017,8,48.45,-68.5166666666667,36,Yes
QC,ROBERVAL ,7066685,1914,1,2014,3,48.5166666666667,-72.2666666666667,179,Yes
QC,SCHEFFERVILLE ,7117825,1949,1,1993,9,54.8,-66.8166666666667,522,No
QC,SENNETERRE,7097900,1940,1,1994,5,48.3333333333333,-77.2666666666667,310,Yes
QC,SEPT-ILES,7047912,1945,1,2017,5,50.2166666666667,-66.25,53,Yes
QC,SHAWINIGAN,7018000,1902,1,2004,4,46.5666666666667,-72.75,122,No
QC,SHEENBORO,7038080,1915,1,2014,10,45.9666666666667,-77.25,137,Yes
QC,SOREL,7028200,1914,1,2017,8,46.0333333333333,-73.1166666666667,15,No
QC,ST CHARLES DE MANDEVILLE,7016960,1921,1,2017,8,46.35,-73.35,168,No
QC,ST GEORGES,7027283,1913,1,2017,8,46.15,-70.7,168,Yes
QC,ST JEROME,7037400,1932,1,2017,8,45.8,-74.05,170,No
QC,CAP SEIZE,7051175,1905,1,1994,5,49.0166666666667,-66.4,229,Yes
QC,ST PAMPHILE,7057600,1951,1,2004,4,46.9666666666667,-69.7833333333333,388,No
QC,ST SEBASTIEN,7027725,1915,1,2016,10,45.7666666666667,-70.95,442,Yes
QC,STE ROSE DU DEGELIS,7057720,1933,1,2004,4,47.5666666666667,-68.6333333333333,151,No
QC,TADOUSSAC,7048320,1914,1,2004,4,48.15,-69.7,70,No
QC,TETE A LA BALEINE,7048421,1912,1,1995,3,50.7,-59.3166666666667,9,Yes
QC,THETFORD MINES,7028441,1922,1,2016,7,46.1,-71.35,381,Yes
QC,TRINITE DES MONTS,7058520,1951,1,2004,4,48.1333333333333,-68.4833333333333,262,No
QC,VAL-D'OR ,7098600,1952,1,2017,12,48.0563888888889,-77.7866666666667,337,No
QC,VILLE MARIE,7088760,1914,1,2004,4,47.35,-79.4333333333333,213,No
QC,WRIGHT,7038975,1914,1,2017,8,46.0666666666667,-76.05,142,Yes
NS,ANNAPOLIS ROYAL,8200100,1915,1,2007,12,44.75,-65.5166666666667,8,No
NB,AROOSTOOK,8100300,1920,1,2017,12,46.7122222222222,-67.7155555555556,91,Yes
NB,BATHURST ,8100503,1884,1,2013,10,47.6291805555556,-65.7483388888889,59,Yes
NL,BAY D'ESPOIR,8400413,1968,1,2017,12,47.9833333333333,-55.8,23,No
NS,BEAR RIVER,8200500,1915,1,2006,2,44.5666666666667,-65.6333333333333,8,Yes
NL,BURGEO,8400798,1939,1,1995,7,47.6166666666667,-57.6166666666667,11,Yes
NL,CARTWRIGHT,8501100,1936,1,2015,3,53.7083333333333,-57.035,14,No
NB,CHARLO ,8100880,1934,1,2002,10,47.9833333333333,-66.3333333333333,40,Yes
PE,CHARLOTTETOWN ,8300300,1872,1,2012,9,46.2886166666667,-63.1286305555556,49,Yes
NL,CHURCHILL FALLS,850A131             ,1969,1,1998,4,53.5333333333333,-63.9666666666667,489,Yes
NS,COLLEGEVILLE,8201000,1916,1,2014,6,45.4833333333333,-62.0166666666667,76,No
NL,CORNER BROOK,8401300,1933,1,2017,12,48.95,-57.95,5,No
NL,DANIELS HARBOUR,8401400,1947,1,1998,1,50.2363888888889,-57.5811111111111,19,No
NL,DEER LAKE ,8401501,1933,1,2012,3,49.2166666666667,-57.4,22,Yes
NS,DEMING,8201410,1884,1,2011,12,45.2163908333333,-61.1778027777778,16,Yes
NB,DOAKTOWN,8101200,1944,1,2009,6,46.5525138888889,-66.1402916666667,38,No
NB,EDMUNDSTON,810AL00             ,1916,1,2009,7,47.3463888888889,-68.1877777777778,163,Yes
NL,EXPLOITS DAM,8401550,1956,1,2009,2,48.7666666666667,-56.6,154,No
NB,FREDERICTON ,8101500,1874,1,2010,4,45.8721305555556,-66.5278916666667,21,Yes
NL,GANDER ,8401700,1937,1,2012,3,48.9463888888889,-54.5769444444444,151,No
NL,GOOSE ,8501900,1942,1,2017,12,53.3166666666667,-60.4166666666667,49,No
NL,GRAND FALLS,8402050,1937,1,2009,1,48.9333333333333,-55.6666666666667,60,No
NS,GREENWOOD ,8202000,1943,1,2017,12,44.9833333333333,-64.9166666666667,28,No
NS,HALIFAX STANFIELD ,8202250,1872,1,2012,9,44.8800166666667,-63.5000138888889,145,Yes
NL,ISLE UX MORTS,8402450,1909,1,2004,10,47.5833333333333,-58.9666666666667,5,Yes
NB,KEDGWICK,8102300,1932,1,1994,9,47.65,-67.35,274,No
NS,LIVERPOOL BIG FALLS,8203100,1940,1,2012,10,44.1333333333333,-64.9333333333333,50,No
NL,MAKKOVIK ,8502NHR             ,1942,1,2014,11,55.0822222222222,-59.1886111111111,71,Yes
NL,MARY'S HARBOUR ,8502591,1881,1,1998,1,52.3036111111111,-55.8336111111111,12,Yes
NB,MIRAMICHI ,8101000,1873,1,2005,8,47.0094694444444,-65.4677888888889,33,Yes
NB,MONCTON ,8103200,1898,1,2012,6,46.1053055555556,-64.6838055555556,71,Yes
PE,MONTICELLO,8300447,1960,1,2003,12,46.4666666666667,-62.4666666666667,32,No
NS,MOUNT UNIACKE,8203600,1920,1,2003,7,44.9,-63.8333333333333,159,No
NL,NAIN ,8502800,1939,1,2013,3,56.55,-61.6833333333333,7,No
NS,NAPPAN,8203700,1913,1,2003,7,45.7666666666667,-64.25,20,No
NB,NEPISIGUIT FALLS,8103500,1922,1,2006,2,47.4,-65.7833333333333,106,No
NL,NORTH HARBOUR,8402874,1939,1,2007,11,47.1333333333333,-53.6666666666667,11,Yes
NS,PARRSBORO,8204400,1897,1,2002,9,45.4,-64.3333333333333,24,No
NL,PLUM POINT,8402958,1972,1,2016,6,51.0666666666667,-56.8833333333333,6,No
NB,REXTON,8104400,1923,1,2009,12,46.6666666666667,-64.8666666666667,5,No
NS,SABLE ISLAND,8204700,1891,1,2001,12,43.9322222222222,-60.0094444444444,5,No
NB,SAINT JOHN ,8104900,1871,1,2012,6,45.3180555555556,-65.8855694444444,109,Yes
NL,SPRINGDALE,8403700,1956,1,1993,6,49.5,-56.0833333333333,23,No
NS,SPRINGFIELD,8205200,1920,1,2003,8,44.6666666666667,-64.85,167,No
NL,ST ANTHONY ,840C401             ,1883,1,2008,1,51.3833333333333,-56.1,33,Yes
NL,ST JOHN'S ,8403506,1874,1,2012,3,47.6222222222222,-52.7427777777778,141,Yes
NS,ST MARGARET'S BAY,8204800,1922,1,2017,12,44.7,-63.9,17,No
NL,STEPHENVILLE ,8403800,1935,1,2014,10,48.5333333333333,-58.55,26,Yes
PE,SUMMERSIDE ,8300700,1936,1,2002,6,46.4388888888889,-63.8316666666667,20,Yes
NB,SUSSEX,8105200,1898,1,2009,5,45.7166666666667,-65.5333333333333,21,No
NS,SYDNEY ,8205700,1870,1,2014,8,46.1666666666667,-60.0481388888889,62,Yes
NS,TRURO,8205990,1910,1,2002,10,45.3666666666667,-63.2666666666667,40,Yes
NS,UPPER STEWIACKE,8206200,1916,1,2008,4,45.2166666666667,-63,23,No
NL,WABUSH LAKE ,8504175,1961,1,2013,2,52.9272222222222,-66.8741666666667,551,No
NL,WESTBROOK ST LAWRENCE,8404201,1957,1,1995,7,46.95,-55.3833333333333,31,No
NS,WESTPORT,8206260,1937,1,1993,6,44.25,-66.3666666666667,18,Yes
NS,WHITE ROCK,8206316,1913,1,2017,6,45.05,-64.3833333333333,38,Yes
NB,WOODSTOCK,8105600,1914,1,2017,12,46.1702777777778,-67.5536111111111,153,No
NS,WRECK COVE BROOK,8206450,1951,1,2012,12,46.5333333333333,-60.45,76,Yes
NS,YARMOUTH ,8206500,1880,1,2012,4,43.8308333333333,-66.0886111111111,43,Yes
